text,toxic
"eu to destruído, maldito seja o corote de menta",0
@user a bixa mais maravilhosa que terei a honra de receber,0
"HAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHAH MEU DEUS EU SÓ QUERIA UM RIVAL QUE NÃO FOSSE UMA PIADA! CANSADA DISSO JÁ 
O internacional É MINÚSCULO! https://t.co/u8asRLaqGr",0
"ATENÇÃO DITEITA UNIDA

Ninguém vai calar nossa vóz! Bora convocar essa galera para gritar FORA STF! Vamos para as ruas!!!

#NasRuasContraSTF 

Dê RT e use a Tag nos comentários para subir mais rápido! 👊🇧🇷 https://t.co/hkUC9ZfUIE",0
@user além de canalha é covarde !!!! 🤮,0
nem eu tô me aguentando pqp,0
folha da 0uta qieimei o dedo ca chapinha puta emrndsaaaaaaa,0
"feio ,to com sdds — n chama pq n quer https://t.co/lhdn5vfjyb",0
"Não entendi direito a treta mas pelo visto:

- A Jade tá falando que a tal da Carol anda traindo.

- A menina tá falando que a Jade tá inventando pra acabar com seu namoro com o MC Rick

- O MC Rick está tranquilo dando um tapa no cabelo https://t.co/92LGMsS39t",0
"BANDO DE CANALHAS , DESTRUÍRAM O BRASIL, ROUBARAM TUDO QUE TINHA E AGORA ESSA COMUNISTA DOS INFERNOS VEM COM PALHAÇADA, VOCÊS MERECEM CADEIA .
BOLSONARO TEM TODA RAZÃO. https://t.co/Nqpj2ZzMDP",1
já mais hoje eu to nela 😞,0
"[3/8 04:13] : dei pro ex kkkk
[3/8 12:10] luma 🌻: amiga
[3/8 12:10] luma 🌻: assim não dá pra te defender
[3/8 12:13] : foi pra matar a saudade do pau gostoso",1
@user lindamente fodido,0
@user nunca vão poder te chamar de feio né,0
#mpn #marinaruybarbosa #nowunited duzentos e trinta dois,0
"@user @user apelidado de ""lenin"".",0
"🇧🇷SDV DE DIREITA🇧🇷
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user",0
"@user deus me livre, elas me dão medo",0
quando crescer quero discutir política sem ficar extremamente puta da vida,1
pessoal acreditando q a millie era bi k,0
"mano eu tô com muita dor, mdssss",0
@user vsf kkkkkkkkkkkkkkkkkkkkkkkkk,0
"rt @user acredito nessas porra não, pra mim isso é editado https://t.co/yhne4uba1n",0
caralho pra q q paloma mora do outro lado do es,0
deus é mais,0
blz quer me foder eh porra,0
"@user nossa amiga euzinha na nyl

e eles fazem promo ainda os maldito",0
orgulho pra cacete! eu quero o ouro pra apagar 2016 da minha cabeça 💗🥇,0
isso é muito chato me sinto mal e choro fico puta também,0
novas¿,0
@user demente e mentiroso esse bolsonaro 😈,1
"@user me diz o que fazer com a veiga de almeida? não aguento essa organização, quer dizer, que organização?",0
rt @user eu e kellen cantando putinha aborteira nunca fez tanto sentido...,0
@user @user 2 dias e meio* kkkkkkkk quero é porra,0
@user isabela eh consehui caralho mano,1
"@user @user E ainda SE DIZ humorista, só os maconheiros e os lesados da cabeça, riem das suas piadas SEM GRAÇA.

Fracassado que chama?!

#BolsonaroAte2026 chora mais e vende as lágrimas.",1
evento de burguês ninguém proíbe as autoridades dessa cidade esfrega o rabo em quem tem dinheiro!,0
Paulo Dybala está pronto para aceitar uma proposta do Manchester United. Cristiano Ronaldo aconselhou Dybala a ir para o United como o melhor lugar para ele. (Daily Mail) https://t.co/SWbo1Ezygu,0
um44k - grupo bom,0
@user depende da pica,1
"@user @user @user @user Nunca precisei disso, a Loh sabe que tua ex que quis ficar cmg, tenho minha consciência tranquila, não preciso ficar aqui no twitter pagando de braba. Tá com problema cmg? Vem até a mim e resolve, ficar no twitter tentando me atingir (com mentira ainda) +",1
"eu to ficando idiota, rindo sozinha kkkkk mds oque está havendo!!",0
"@user pra ser idiota basta gritar nuna nivre.
#stfsoldadovermelho 
#stfvergonhanascional 
#stfosintocaveis https://t.co/kqxlwajonw",0
juro pra vcs que eu nn aguento mais ser feia,0
@user acho mto feio vc fingindo ser hetero na internet,0
pqp ainda bem q já voltei pra casa se n ia morrer de frio com esse vento,0
mano q porra e essa? se alguem faz isso cmg eu peço uma medida protetiva de dois metros da pessoa,0
esse veneno de pernilongo t fazendo mal ate p mim e os danado tao aq bem de boa,0
eu tô só eu mesma na minha ft de perfil,0
rt @user as vezes ficar quieto pode ser a forma mas inteligente de agir 🤫,0
espero que esse anão entre em alto combustão,0
acabo logo com a graça,0
"set do howk ficou aulaaas, putaria é sarradeira",0
@user ai miga kkkkkkkkkkkkk sou apaixonada em pqp,0
ok a jade conheceu as minas mais daora do coc não preciso de mais nada,0
"@user rala rolas
abraço hetero é um cara ralando a rola na rola do outro",1
parece um anjo vai se fuder??? https://t.co/9vsryfhpq5,0
"@user @user pqp amoooooo #mpn #nowunited
#uniters #marinaruybarbosa 
https://t.co/zninahgkpl",1
lobão é muito filho da puta mano kkkk,1
"@user porra com medo? estava distraído meu mano, deu sorte kkkkkk",0
"rt @user ""não vacino o meu filho e ele ta bem""

o filho: https://t.co/simftsndyu",0
esse técnico é um burro. vai tomar no cú,1
tô tão feliz que consegui comprar roupa,0
@user o júnior defende o abel e o mauro fica puto mn kkkk,1
que susto vsf,1
"mano, dois tie é pra fuder o cu do palhaço, tava 2x0 porra",0
"@user puta que pariu, minha irm茫! falou que me ama mais uma vez kkkkkkk",0
"torcida mais arrogante do país, tem delírios de gigantismo, quando na verdade não é maior campeão de nenhuma competição nacional nem internacional, uma criança de 10 anos já viu mais títulos do Cruzeiro, palmeiras e corinthians do que um adulto de 25 viu do flamengo https://t.co/kHvrSCHgy6",0
rindo demais da joyce me contando que quase mandou o osório tomar no cu kkkkkkk lembrei logo da jozi e da camila,0
não quero ficar em casa hoje,0
caramba mto calor na região serrana fluminense vamos beber água e questionar a ordem vigente pessoal,0
@user fico puta só de lembrar,0
"eu acho bizarro como as pessoas REALMENTE acham que o capitalismo deu certo enquanto a gente ta tornando o nosso planeta inabitável pras próximas gerações por motivos de DINHEIRO

repito

inabitável

por

DINHEIRO",0
"é pedir demais achar um copo térmico de fisioterapia nesse caralho de jf??? qnd chega nas lojas acaba em 2 dias, assim não dá",0
eu axei pouco ainda fdp desgraçado,0
"Eu acho legal de observar, apesar de ser triste, essa leva de sertanejo lançando EP e álbum completo de inéditas a cada 60 dias em show ao vivo. Se vocês prestarem atenção existe um puta trampo de corno por trás que é o da edição tentando disfarçar o fato de ngm saber as letras!",0
rt @user meu ccat não ta de enfeite porra https://t.co/qumks3pcjg,0
sem novo essa merda velho pqp https://t.co/nwnty30cjf,0
to chorando pq to muito feia,0
@user me admira ngm ter ido pra cima desse branquelo fodido,0
tem celular pra que filho da puta,1
boa tarde so pra quem ta com fome de cu,1
@user recolha-se a sua insignificância seu nada!! https://t.co/hyzmlyn9ku,1
"@user já era assim, isso não é formato suíço nem a pau kkkkkkkk",0
"Man, vê o negão dando uns murro nele é muito satisfatório... (não sou a favor da violência, mas pqp tem casos que são necessários)",0
"@user Eu queria ver se um desses aí (vitimas da sociedade) estuprasse, maltasse e depois, singelamente, esquartejasse sua filha, ou sobrinha, ou parente; se vc ainda teria essa mesma opinião seus bostas de merda do caralho!!!!!!!",1
@user @user ‘kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk vsf,0
rala rala piranha,1
"o 9º ano foi o melhor sem duvidas!!!!!  fiquei amiga da pessoa q eu jamais acharia q me aproximaria, e puta merda a gnt vivia juntas",0
rt @user #stfvergonhanacional pgr diz que deltan não pode ser afastado da lava jato - https://t.co/kg0tqw8zpt,0
technno é mt bom vsf,0
@user você pode substituir desculpa por obrigada.,0
tudo lugar da internet que eu vou aparece um tweet da @user (isso não é uma reclamação.),0
"rt @user pegou quem ontem? 鈥� peguei gripe, frio do carai q tava https://t.co/z8njsor7jd",0
rindo muito ouvindo eu já catuquei skskskskksskkk o funk de sp é muito engraçado porra,0
to sem nada pra fazer fui ver keeping up with the kardashians e sinceramente ser rico pra caralho deve ser muito bom,0
"e quando o sol invade os olhos só pra te lembrar que o bom da vida nao tem preço, é hora de acordar",0
"queria ficar magrinho, ser gordo é ruim :(",0
rt @user mano pleno século 21 e tem namoradinho te chamando na dm surtando pq vc curtiu algo da namorada dele ??????? mano kkkkkkk vai…,0
como essa menina consegue ser tão feia pessoalmente e nas foto tão linda ????? https://t.co/kgksxxrrkg,0
porra que sono gostoso mano,0
"me toquei agr q eu e o enzo estamos fazendo 2 anos e 3 meses de namoro hoje, é coisa pra caralho né pqp",0
"@user ""vai ser um governo baseado nas qualidades técnicas, sem ideologia""

e tem palhaço que compra esse discurso até hoje, inclusive no cenário",0
@user kkkkkkkkk exatamente,0
"chupo cu chupo bucetaaaaaaaa
https://t.co/z4etgemlcw",1
e não bufa filho da puta. ficas com elas que te fodes,1
@user pqp any #mpn #nowunited #uniters,0
@user bom dia é o caraio,0
@user kkkkkkkkkkkk vtnc rapa,1
pqp &gt;&gt;36&lt;&lt; eu. não. aguento. mais. quero férias! https://t.co/kmvqjs9o0s,1
to indo no mercado querem alguma coisa? https://t.co/zmrt9bqctx,0
"brasil tá jogando muito, puta que pariu",0
"queria um delineador, mas se n for pra aprender a fazer igual a karol eu n quero",0
porra ajax aí ce me fode irmão,1
rt @user da próxima vez q eles quiserem separar do brasil a gente deixa https://t.co/bgirowvoji,0
"hoje meu pai, um dia desse tinha na tml um tweet romantizando com 2k de rts e 5k de favs",0
"@user Quase eu, a diferença é que eu não assino o viki então não assisto em hd e ainda espero completar o drama pra poder ter acesso ao drama completo",0
@user o meu ate fica empoeirado,0
coloquei a roupa que comprei p 15 da naty a dois anos atrás e nem eu to acreditando que ficou boa assim kkkkkk nem parece que sou essa porca gorda,0
ronaldinho se acabou quando jogou no flamengo e o adriano quando voltou tava gordo kkkkk,0
precisa melhorar o passe! pqp!  #voleinosportv,0
mal recebe a porra do salário e já vai p cidade fazer comprinhas excelenteeee,0
"lavei banheiro, limpei meu quarto, minha casa, lavei a louça, passei aspirador de pó no sofá... estou o poço do cansaço!",0
Esse é um caso único na história de decrepitude deliberada. Esse cidadão está pondo a perder toda a grandeza de sua obra musical com essas manifestações patéticas. Vejam só quem está na segunda fila.,0
@user palhaço,1
tem um ex prof meu q tá dando um novo significado à palavra “inconveniente” pqp pq não se manca??,0
"@user vai ter exposed sim

menino manipulador, me chamava de gordo e de fracassado, nunca passou um dia comigo

mas na internet queria mostar q eu era especial

especial pra quem?",0
"""tem gente que é tão inteligente, mas tão retardada"" mãe, minha",0
@user sai seu viadinho,1
passo na frente de segunda a sexta pq estudo bem próximo inclusive tá com promoçãooo lá,0
"no episódio de hoje, thaís morais estrelando: de volta para minha terra",0
@user i ficou bonito,0
rt @user gata do caralho https://t.co/cmr6cm6wap,0
rt @user n é possível que existe gente que gosta de um tempo lixo desse,0
"@user vc é um pau mandado, lambe botas, que não tem o menor apreço pela ciência.
vc é uma fraude científica e de caráter.
covarde!",1
rt @user ficar na vontade é um carai,0
as meninas só acionam na hora errada af,0
"um stf que tem lado?
#stfvergonhanacional https://t.co/tlkzbnokd9",0
"fui inventar de assistir a web série ""o enigma"" da viih tube e eu só fazia rir, puta merda! kkkkk",0
o qu锚 aconteceu hoje s贸 refor莽a o fato de que 鈥渢em amigos mais chegados que fam铆lia鈥�,0
"eu amo esse megamix num nível
e os caras conseguem melhorar a música com esse edit",0
@user porra ! se fosse isso ainda tava tranquilo,0
"o pai de família trabalhando no ifood, testando remédio...

caralho essa série é boa demaaaaaais!!!!",0
como se existisse algum método 100% eficaz,0
confira os dias e hor谩rios dos confrontos das quartas de final da sul-americana | copa sul-americana | globoesporte https://t.co/ofigazbch8,0
rt @user farto-me de maior parte das musicas por causa dos insta stories porra,0
@user @user @user eu to é fudido no família petrillo,0
Mds eu AMO esse creme!! No inverno quando eu fico com beiço rachado eu passo antes de dormir e acordo novinha em folha,0
"@user @user minha sra porra, rexpeita kkkk",0
@user @user @user vc também participa dos filmes ? 😹😹😹😹,0
bola fora nesse caralho,0
meu casal fav passando na sua tl,0
"rt @user @user pois é , quando estamos no eixo tudo ocorre péssimo agora quando explodimos botamos pra fuder ai fica mil maravilh…",0
"@user Puts mano eles devem ter sofrido neh eles devem ter pensado ""poha que sensação pesada é essa oq tah havendo eu vo morre mas oq é morrer? Pqp""",0
"@user foi oq eu disse só que mais simplificado, pra que namorar se for pra trair ?",0
@user Awwwnn o Damzinho meu pai😍😍😍 toda vez que olho teus funkos me apaixo sempre. As meninas do artesanato são talentosas p caraio mano e o preço nos 4 foi perfeito!,1
@user kkkkkkkkkkkkkkkkk pqp,1
@user vou mandar você pra ver se emagrece seu gordo fdp,1
isso é bom para caralho e &gt;não&lt; sabe a pasta de dentes ok,0
rt @user vai responder as outras 75 conversas e para de cobrar atenção caralho https://t.co/g6qy9om78x,1
@user ja pensou que pica pau pode ser  o nome de uma posição sexual gay,1
caralho max pegou poleeeeee https://t.co/e4fhoyjry8,0
""" ai qual desculpa dar hoje pra não sair de casa ""

AOOOO BOCONA DE LAMBARI DA PORRA EIN KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK

0 ATITUDE",0
"boaaaaaaaaaaaaaaa @user 

respect.",0
"quando fores bem sucedido, os preguiçosos vão dizer que tiveste sorte, don’t listen to them",0
@user me deixa cantar arrombado,1
@user @user esse cara é muito burro,1
"rt @user ""nunca lute com um porco! vocês dois acabarão sujos de lama mas só o porco irá gostar."" @user",0
@user comigo mesma pqp eu tô apaixonada meu pai,1
@user parabéns mlk,0
minha mae todo dis kk,0
"Cala a boca, Magda!
Voce ficou ao lado do mussolini tropical, e contra a Ciencia!
Você é um idiota.
Um astronauta que caiu no buraco negro do pensamento autoritario.",1
"vamo c calma mo

nosso filho vai usa nike ou adidas",0
"mano, eu fico muito puta vendo esses vídeos/notícias de pessoas que maltratam animais",0
eu. preciso. foder.,1
"rodriguinho silva — meu nego!!! eu amo muito, demais...sem palavras por essa pessoa e a nossa amizade ❤ https://t.co/kocts4g55f",0
"rt @user no escurinho do cinema! 🤓
 
duo @user 

https://t.co/2niohoqk0l",0
"pra quem não sabe quando um gato faz isso ele coloca as garras pra fora e dói pra cacete, imagina num neném que tem a pele super sensível https://t.co/xwK8sHJTQz",0
"acho ridículo pessoas sem maturidade, senso e postura!!!",1
aaaahahh filha da puta belezan,0
rt @user @user tu é reserva do relacionado feio,0
@user deve estar se sentindo aliviado!!!!,0
"Safado engoliu  minha rola com vontade haha dao RT aí safados e comenta quem quer fazer um amador cmg Haha
@user @user @user @user @user https://t.co/QoVG3hpkKH",0
"rt @user os filha da puta só manda isso, nunca um ""oi, como vc está?"" https://t.co/x4sx7kliac",1
@user @user fala pra ela vc que é mineiro pai,0
"@user @user @user como se diz aqui em casa "" xi, azedou o pé do frango"" 😂",0
"meu, eu odeio quando as pessoas me mentem, vsf",0
rt @user o que se pensa sóbrio diz se bêbado https://t.co/4mdptiaokq,0
ah não porra ahauahsujsussh,0
"to apaixonado por um menino q eu achei q era uma menina sapatao, aí q fita",1
"rt @user agente só vive uma vez e ainda nasce feio 

aí é sacanagem pô",0
"sábado desse é só uma baladinha fechada, será que rola o deck??! aiiinnn",0
"fala sério, eu amo essa menina",0
"oiii vi ontem que vcs venderam um capinha do bt21 pra uma menina, vende outros produtos deles tb? tipo as almofad… — Olá! Vendemos tudo! https://t.co/DKuuIJm36A",0
"Oh, God.  Acho q sou insensível! Embora tenha achado uma lambança por parte do PR, acho que isso esta sendo hiperdimensionado com o único propósito de desestabilizar e tumultuar o gov.

Presidente da OAB chorou ao ver frases de Bolsonaro: 'Nunca foi fácil' https://t.co/9o1ufkRdZX",0
"mas pqp viu mano vai fazer algo que tu gosta sla, so nao fica falando merda nao vlw",0
"rt @user quando você está feliz, você aprecia a música. mas, quando você está triste, você entende a letra.",0
nenê fica de 4 que o pai te taca a vara🎼💃,1
"fiquei com medo, minha tosse tá feia, tive febre... e minhas aulas já vão começar",0
"URGENTE!

O PDT consegue liminar no Supremo que proíbe Sérgio Moro de destruir provas!

A prática é o critério da verdade e a verdade vencerá!",0
"#naoaosdesmandosdostf 

vamos às ruas agora!!!",0
@user uma mulher nao pode falar de suas siriricas online? o porra,0
"O canal dela baseia-se no facto de ela viver numa carrinha totalmente decorada, mas não fez um único vídeo a mostrar o processo de decoração. Nada anormal...",0
to muito puta puta que pariu vai tomar no cu caralho,0
"?
essa thread é apenas para ignorantes... KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKJKKKKKKKKKKKKKKKJJKKKKKKKKKKJKKKKKKKLLKKJJKKKKKKJJKKKKKKJJJKKK vcs sao burro ou se fazem? na moral KKKKKKKKKKKKjJHJKkjwioIJJOOJ",0
"fico puta só de olhar, caralho",0
"Temos que defender quem nos defendeu com tanto garbo e honra. Não podemos tolerar esse tipo de insinuação contra os nosso heróis. Quando chamaram Sérgio Moro de chefe de quadrilha ninguém defendeu. Quando Bolsonaro disse que sabia como o pai dele tinha sumido, aí o mundo caiu.",0
"@user @user NOJO! O povo brasileiro em sua maioria é gente de bem, perdoa e dá uma segunda chance sempre, mas esse individuo já vem provando a tempos que não tem concerto, é um mau caráter mesmo, que nem o filho o reconhe como um bom pai! Não vale a pena dar voz p esse CANALHA!",1
porra muito isto,1
rt @user sera q eu ainda sou mega idiota?,0
"@user puta jogasso mano pqp, qm ganha vai pra olimpiadas",0
rt @user eu depois de responder o arrombado no mesmo minuto que chegou a msg https://t.co/rijohwbdqd,1
"@user @user fi ,apanhei feio",0
essa jade casaes é gata demais toma no cu,1
pqp eu com crise de ansiedade hj e toda jumpy pra minha mae do nada gritar meu nome me matando de susto q odio meu deus,0
@user essa foto eu to mortaaa,0
"chego nesse site e ainda tem gringa puta com o sexiest moment kkkkkkkk tao ofendendo até o bob, q coisa né",1
"@user kkkkkkkk tem como ir de puta, acredite",0
vagabundo inveja muito o pouco que nós tem..😏,0
e tá errado porra???,0
@user kkkkkkkkkk então e o baby?,0
"rt @user nem precisei jogar o mundial pra poder ganhar o mundo! 
te amo princesa ❤ https://t.co/epvmm2315h",0
@user eu quis dizer que parece com você,0
"@user @user @user Isso vindo de um ""jornalista"" que acusou uma pessoa de nazista por ela ter dito que é ariana (do signo de Áries) parece hilário mas é a chaga do Brasil.",0
"já fala pra essa filha da puta que eu não tou brincado não, mar tá lá em baixo, nós tá aqui em cima",1
@user café o k7 eu bebo eh toddy fiao,0
rt @user da pra sentir a alegria e a paz desse lugar https://t.co/lbpfhypznv,0
